symbol,date,url,sha256,compressed_bytes,rows,first_id,last_id,ids_unique,timestamps_nondecreasing,timestamp_dates_match_utc
CITYUSDT,2026-07-13,https://public.bybit.com/spot/CITYUSDT/CITYUSDT_2026-07-13.csv.gz,c1d4fea79db148c158676532f98a1bf9883e5ff67f718a11f61fc07ecf76c68c,13173,1645,1,1645,true,true,true
CITYUSDT,2026-07-14,https://public.bybit.com/spot/CITYUSDT/CITYUSDT_2026-07-14.csv.gz,2e9ead8af26f06788f4a159b43efe653adbc18795ab133138a4417af7a1ca9ed,19788,2525,1,2525,true,true,true
PYBOBOUSDT,2026-06-15,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-15.csv.gz,f2c74742d98efe39c6667c34dde8babb8f754783b912eaf8e953d5d672aea0cf,24950,2255,1,2255,true,true,true
PYBOBOUSDT,2026-06-16,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-16.csv.gz,1104b49dea4c90e24e4185c7ed08a41d32c16ae39d447e6991cf148f3991fe6d,23666,2146,1,2146,true,true,true
PYBOBOUSDT,2026-06-17,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-17.csv.gz,f92325de360e9de50bdb9ae0ccf84b65af2ae6944e6a6f3b93ccd9a30124ec51,23137,2087,1,2087,true,true,true
PYBOBOUSDT,2026-06-18,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-18.csv.gz,e3c6f74931f848b95c91b4bfc1846de4d3ba3b9f2ff68fe08f26dcd884f5ab3b,22463,2039,1,2039,true,true,true
PYBOBOUSDT,2026-06-19,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-19.csv.gz,369d113047eb932ff39136539815628fc4510eedebe6e58dd750b751eaecd602,24602,2258,1,2258,true,true,true
PYBOBOUSDT,2026-06-20,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-20.csv.gz,2d810e7a4b236fb99ffc84bfedf9e0c13cfa0bae6b9660f1e91f989f8fbd4686,23472,2115,1,2115,true,true,true
PYBOBOUSDT,2026-06-21,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-21.csv.gz,b603109e052d354b66e931d3805e9a9e9e1e29dfba723e437ec25a8e12c2af2a,21910,1971,1,1971,true,true,true
PYBOBOUSDT,2026-06-22,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-22.csv.gz,c78666d8cead2c408cbe052eb2357f6f7ac83a93d9a4f50714160c2134cc612c,26215,2439,1,2439,true,true,true
PYBOBOUSDT,2026-06-23,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-23.csv.gz,f3f73145fc4b7a66d15b665f8ad39cf5cda6f9026bfea519f33e0191ce0bd0b2,27491,2613,1,2613,true,true,true
PYBOBOUSDT,2026-06-24,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-24.csv.gz,5f4c3e0d7ff05c872820884c51878a25f444f9db10afab8e570265a53fa334c9,24596,2228,1,2228,true,true,true
PYBOBOUSDT,2026-06-25,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-25.csv.gz,6d0c0ec5ecba884bd9d35da421d35a6ffd2e6804961157beda1f802684722654,25088,2304,1,2304,true,true,true
PYBOBOUSDT,2026-06-26,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-26.csv.gz,a7de9d1dd025056925ce72127f44de3c07caf48571e3f6f6711f1f0c28e6e15b,25336,2315,1,2315,true,true,true
PYBOBOUSDT,2026-06-27,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-27.csv.gz,b5a23297ca54178046bec0d700b82795153a3983a0797f7c2a73276b9c3dcf95,22489,2039,1,2039,true,true,true
PYBOBOUSDT,2026-06-28,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-28.csv.gz,a9aa54413ec9147925cf10799fd612e1b9fb3204dbe4577aacb992d1546092cb,22724,2017,1,2017,true,true,true
PYBOBOUSDT,2026-06-29,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-29.csv.gz,3c765fd69482818d03dc7cbf346183e5f3a44638b179c011ed5ccff38da81acb,25884,2386,1,2386,true,true,true
PYBOBOUSDT,2026-06-30,https://public.bybit.com/spot/PYBOBOUSDT/PYBOBOUSDT_2026-06-30.csv.gz,b476084009443476329d06f43fdf32a0fce708bd1e137a2931c1bb654929d006,22505,2020,1,2020,true,true,true
